Patch1,Patch2,Patch3,Patch4,Patch5,Patch6,Patch7,Patch8,Patch9,Patch10,Patch11,Patch12,Patch13,Patch14,Patch15,Patch16,Patch17,Patch18,Patch19,Patch20,Patch21,Patch22,Patch23,Patch24
1.258170999999999928e+01,4.078605000000000302e+01,1.716461999999999932e+01,1.424324000000000012e+01,2.282170999999999950e+01,3.502580999999999989e+01,4.718055999999999983e+01,9.973827999999999250e+00,1.709747000000000128e+01,6.019226999999999883e+00,5.319321000000000055e+01,6.649191999999999325e+01,4.006783000000000428e+00,2.246896999999999878e+01,6.977816999999999936e+00,8.019674999999999443e+01,1.444913999999999987e+01,1.069830999999999932e+01,9.872011999999999432e+01,6.521689999999999543e+01,4.048508999999999958e+01,2.286539000000000144e+01,1.019105000000000061e+01,3.444109000000000087e+00
1.266798000000000002e+01,4.150865999999999900e+01,1.722156999999999982e+01,1.405363999999999969e+01,2.265585000000000093e+01,3.425404000000000337e+01,4.807045000000000101e+01,9.915487999999999857e+00,1.795497999999999905e+01,5.994582000000000299e+00,5.252364000000000033e+01,6.677599999999999625e+01,4.000502000000000002e+00,2.211991000000000085e+01,7.178269000000000233e+00,8.024097999999999331e+01,1.490335999999999927e+01,1.060350999999999999e+01,9.864112000000000080e+01,6.523135999999999513e+01,4.048698999999999870e+01,2.283532999999999902e+01,1.016651000000000060e+01,3.431303000000000214e+00
1.278387999999999991e+01,4.236054000000000030e+01,1.730458000000000141e+01,1.388301000000000052e+01,2.252712000000000003e+01,3.346161000000000030e+01,4.905819999999999936e+01,9.865271999999999153e+00,1.896736999999999895e+01,5.979790999999999634e+00,5.183023000000000025e+01,6.712466000000000577e+01,3.993844999999999867e+00,2.177428000000000097e+01,7.392820000000000391e+00,8.031336000000000297e+01,1.543044000000000082e+01,1.050125000000000064e+01,9.862430999999999415e+01,6.521693999999999392e+01,4.047435000000000116e+01,2.281507999999999825e+01,1.014700000000000024e+01,3.420767000000000113e+00
1.295055999999999941e+01,4.335032999999999959e+01,1.744100999999999857e+01,1.376803999999999917e+01,2.250195000000000078e+01,3.290691000000000344e+01,5.013051999999999708e+01,9.834039999999999893e+00,2.008125000000000071e+01,5.962054000000000187e+00,5.127237000000000222e+01,6.766186000000000433e+01,3.990946000000000105e+00,2.144005999999999901e+01,7.613234000000000279e+00,8.043909999999999627e+01,1.601736999999999966e+01,1.041014999999999979e+01,9.858069000000000415e+01,6.519491999999999621e+01,4.048751000000000033e+01,2.279886000000000124e+01,1.013678999999999952e+01,3.417483999999999966e+00
1.312451000000000079e+01,4.437181000000000353e+01,1.758483999999999980e+01,1.366137999999999941e+01,2.250496000000000052e+01,3.233400000000000318e+01,5.117605999999999966e+01,9.817372999999999905e+00,2.128357000000000099e+01,5.954257000000000133e+00,5.074949999999999761e+01,6.817546000000000106e+01,3.985946999999999907e+00,2.110050999999999988e+01,7.837837999999999639e+00,8.054744999999999777e+01,1.664968000000000004e+01,1.031582000000000043e+01,9.855798000000000059e+01,6.519643999999999551e+01,4.049822999999999951e+01,2.278041999999999945e+01,1.012931000000000026e+01,3.413295999999999886e+00
1.330888000000000027e+01,4.541122000000000014e+01,1.771754999999999924e+01,1.358536999999999928e+01,2.257079999999999842e+01,3.186899999999999977e+01,5.221367000000000047e+01,9.795161999999999480e+00,2.257466000000000150e+01,5.949461999999999584e+00,5.027219999999999800e+01,6.879733000000000231e+01,3.978473000000000148e+00,2.078989999999999938e+01,8.104853999999999559e+00,8.075872999999999990e+01,1.734187999999999974e+01,1.022450000000000081e+01,9.854883999999999844e+01,6.522007999999999583e+01,4.052190000000000225e+01,2.280049999999999955e+01,1.013326999999999956e+01,3.414696999999999871e+00
1.348356000000000066e+01,4.637928000000000139e+01,1.783054999999999879e+01,1.350613000000000063e+01,2.263801000000000130e+01,3.139973000000000170e+01,5.319901000000000124e+01,9.780627000000000848e+00,2.394573000000000107e+01,5.938191999999999915e+00,4.979298000000000002e+01,6.935594000000000392e+01,3.973739000000000132e+00,2.046345000000000169e+01,8.392188000000000869e+00,8.093371999999999389e+01,1.805502999999999858e+01,1.014950999999999937e+01,9.857215999999999667e+01,6.524110000000000298e+01,4.053415999999999997e+01,2.280329000000000050e+01,1.013481999999999950e+01,3.415083000000000091e+00
1.365277999999999992e+01,4.731725000000000136e+01,1.792016999999999882e+01,1.343154999999999966e+01,2.271055000000000135e+01,3.091222000000000136e+01,5.414406000000000319e+01,9.769360000000000710e+00,2.532676000000000016e+01,5.936906999999999712e+00,4.929646999999999935e+01,6.979046999999999912e+01,3.969875000000000043e+00,2.011891999999999925e+01,8.682487000000000066e+00,8.106902999999999793e+01,1.877076999999999884e+01,1.006517999999999979e+01,9.858275999999999328e+01,6.525055999999999301e+01,4.054129999999999967e+01,2.280252000000000123e+01,1.013024000000000058e+01,3.414625000000000021e+00
1.381959999999999944e+01,4.821826999999999686e+01,1.798761000000000010e+01,1.336106999999999978e+01,2.278932000000000002e+01,3.043308999999999997e+01,5.504766999999999655e+01,9.762323000000000306e+00,2.676144000000000034e+01,5.942549999999999777e+00,4.876850999999999914e+01,7.014842000000000155e+01,3.970222999999999836e+00,1.978116999999999948e+01,8.998452999999999591e+00,8.117013000000000034e+01,1.950816999999999979e+01,9.983349000000000473e+00,9.856819000000000131e+01,6.524106000000000449e+01,4.054279999999999973e+01,2.278128999999999849e+01,1.012091000000000030e+01,3.415439999999999809e+00
1.400214000000000070e+01,4.910786999999999836e+01,1.805739000000000161e+01,1.330359999999999943e+01,2.289039999999999964e+01,2.995373999999999981e+01,5.598311999999999955e+01,9.773832000000000519e+00,2.828555000000000064e+01,5.959929999999999950e+00,4.824877999999999645e+01,7.046733000000000402e+01,3.975192999999999977e+00,1.945023000000000124e+01,9.365892000000000550e+00,8.130168000000000461e+01,2.027966999999999942e+01,9.908329999999999416e+00,9.866984999999999673e+01,6.526534999999999798e+01,4.055848999999999904e+01,2.276204999999999856e+01,1.011102999999999952e+01,3.416182000000000052e+00
1.416295000000000037e+01,4.989815000000000111e+01,1.808340000000000103e+01,1.323141999999999996e+01,2.299521000000000015e+01,2.940551999999999921e+01,5.682153999999999883e+01,9.761879000000000417e+00,2.982565999999999917e+01,5.975106000000000250e+00,4.765315999999999974e+01,7.064115999999999929e+01,3.977745000000000086e+00,1.909554999999999936e+01,9.768456000000000472e+00,8.132034000000000162e+01,2.105621000000000009e+01,9.824687000000000836e+00,9.859104999999999563e+01,6.517171000000000447e+01,4.051079000000000008e+01,2.272361000000000075e+01,1.008993000000000073e+01,3.410663000000000000e+00
1.430871999999999922e+01,5.059861000000000075e+01,1.808470000000000155e+01,1.315695000000000014e+01,2.311665999999999954e+01,2.892267000000000010e+01,5.760860000000000269e+01,9.756581999999999866e+00,3.143209999999999837e+01,5.994026999999999994e+00,4.710079999999999956e+01,7.088455999999999335e+01,3.975302999999999809e+00,1.871754999999999924e+01,1.019645000000000046e+01,8.146169000000000437e+01,2.189957000000000065e+01,9.749394999999999811e+00,9.858803000000000338e+01,6.520283999999999480e+01,4.050256000000000256e+01,2.272013000000000105e+01,1.008314999999999984e+01,3.408821999999999797e+00
1.445768999999999949e+01,5.128181000000000012e+01,1.807980999999999838e+01,1.308887000000000000e+01,2.325383000000000067e+01,2.845440999999999931e+01,5.836171000000000220e+01,9.757078999999999169e+00,3.305747999999999820e+01,6.022353999999999985e+00,4.657256000000000284e+01,7.108208000000000482e+01,3.977435999999999972e+00,1.834779999999999944e+01,1.066597999999999935e+01,8.157088000000000250e+01,2.274017999999999873e+01,9.683339000000000141e+00,9.861957999999999913e+01,6.517444999999999311e+01,4.048879000000000161e+01,2.270015000000000072e+01,1.007205000000000084e+01,3.409425999999999846e+00
1.459210000000000029e+01,5.190650000000000119e+01,1.805242000000000147e+01,1.301681999999999917e+01,2.340115000000000123e+01,2.796454999999999913e+01,5.903672999999999860e+01,9.750723999999999947e+00,3.469747999999999877e+01,6.054405000000000037e+00,4.600603000000000264e+01,7.115416999999999348e+01,3.982188999999999979e+00,1.795646999999999949e+01,1.118313000000000024e+01,8.162520000000000664e+01,2.360652999999999935e+01,9.607210000000000250e+00,9.863303999999999405e+01,6.515604999999999336e+01,4.046580999999999761e+01,2.267685000000000173e+01,1.005837000000000003e+01,3.408765999999999963e+00
1.471565999999999974e+01,5.244861000000000217e+01,1.800600999999999985e+01,1.293896999999999942e+01,2.353622000000000014e+01,2.746586999999999890e+01,5.964714000000000027e+01,9.741628999999999650e+00,3.633525000000000205e+01,6.088281000000000276e+00,4.540158999999999878e+01,7.114359000000000322e+01,3.985622999999999916e+00,1.755694000000000088e+01,1.176116999999999990e+01,8.164172000000000651e+01,2.446424000000000021e+01,9.528249000000000635e+00,9.855558000000000618e+01,6.510327999999999804e+01,4.041599000000000075e+01,2.261746000000000123e+01,1.003813000000000066e+01,3.403141000000000194e+00
1.484127999999999936e+01,5.295980999999999739e+01,1.796327000000000140e+01,1.286300999999999917e+01,2.369875000000000043e+01,2.697995999999999839e+01,6.025374999999999659e+01,9.744818000000000424e+00,3.801715999999999696e+01,6.144307999999999659e+00,4.482708999999999833e+01,7.111314000000000135e+01,3.995194000000000134e+00,1.716207999999999956e+01,1.238448999999999955e+01,8.169039999999999679e+01,2.535182000000000002e+01,9.449597000000000691e+00,9.861808000000000618e+01,6.510060000000000002e+01,4.038653000000000048e+01,2.258248999999999995e+01,1.001427999999999940e+01,3.400793000000000177e+00
1.494677000000000078e+01,5.338656999999999897e+01,1.788509000000000171e+01,1.279340999999999973e+01,2.385847000000000051e+01,2.650824000000000069e+01,6.075370000000000203e+01,9.743133999999999517e+00,3.968990000000000151e+01,6.191804000000000308e+00,4.422729000000000354e+01,7.102831000000000472e+01,3.995141999999999971e+00,1.677524000000000015e+01,1.310330000000000084e+01,8.173045999999999367e+01,2.626699999999999946e+01,9.378538000000000707e+00,9.854667999999999495e+01,6.501394000000000517e+01,4.034136000000000166e+01,2.254288000000000025e+01,9.993240000000000123e+00,3.396545999999999843e+00
1.503830999999999918e+01,5.375462999999999880e+01,1.780396999999999963e+01,1.271409000000000056e+01,2.402787000000000006e+01,2.607190999999999903e+01,6.117884999999999707e+01,9.745495000000000019e+00,4.132873000000000019e+01,6.251684000000000019e+00,4.367211000000000354e+01,7.093634000000000128e+01,3.994190000000000129e+00,1.638220000000000098e+01,1.387883000000000067e+01,8.177164000000000499e+01,2.722675999999999874e+01,9.307216999999999629e+00,9.850454999999999472e+01,6.499326000000000647e+01,4.031407999999999703e+01,2.252104999999999890e+01,9.984422999999999604e+00,3.395450999999999997e+00
1.512101000000000006e+01,5.407965000000000089e+01,1.771688999999999936e+01,1.263387999999999955e+01,2.421180999999999983e+01,2.566038999999999959e+01,6.155006000000000199e+01,9.735887999999999209e+00,4.294776999999999845e+01,6.311073000000000377e+00,4.315393000000000256e+01,7.085750000000000171e+01,3.994899999999999896e+00,1.598127999999999993e+01,1.473969999999999914e+01,8.187456000000000245e+01,2.821644999999999825e+01,9.239549999999999486e+00,9.849821000000000026e+01,6.497938999999999510e+01,4.029784000000000077e+01,2.249840999999999980e+01,9.972219000000000833e+00,3.395849000000000117e+00
1.518839999999999968e+01,5.434264000000000294e+01,1.761034000000000077e+01,1.255232999999999954e+01,2.439367999999999981e+01,2.525062000000000140e+01,6.185781999999999670e+01,9.723195000000000476e+00,4.449226000000000170e+01,6.377498000000000111e+00,4.264994999999999692e+01,7.071322999999999581e+01,3.992881999999999820e+00,1.559788999999999959e+01,1.568171000000000070e+01,8.195556999999999448e+01,2.921670999999999907e+01,9.176508000000000109e+00,9.847211000000000070e+01,6.493528000000000588e+01,4.026805000000000234e+01,2.248382000000000147e+01,9.962970999999999577e+00,3.393027000000000015e+00
1.525833000000000084e+01,5.458294999999999675e+01,1.751863000000000170e+01,1.248961000000000077e+01,2.457595999999999847e+01,2.488651000000000124e+01,6.215910999999999831e+01,9.723584999999999923e+00,4.601487000000000194e+01,6.469294999999999796e+00,4.219601999999999720e+01,7.054676000000000613e+01,3.995943000000000023e+00,1.521385000000000076e+01,1.670963000000000065e+01,8.200079999999999814e+01,3.024228000000000094e+01,9.127228999999999814e+00,9.848842999999999392e+01,6.494113000000000113e+01,4.025625000000000142e+01,2.246533000000000158e+01,9.957637999999999323e+00,3.393974000000000046e+00
1.531290000000000084e+01,5.478108000000000288e+01,1.740663999999999945e+01,1.241615000000000002e+01,2.475135999999999825e+01,2.449566000000000088e+01,6.236572000000000315e+01,9.706402999999999892e+00,4.749696999999999747e+01,6.555406999999999762e+00,4.170056999999999903e+01,7.030899999999999750e+01,3.998933000000000071e+00,1.484675000000000011e+01,1.783502000000000010e+01,8.205289999999999395e+01,3.126089999999999947e+01,9.060926999999999509e+00,9.848407000000000266e+01,6.488285999999999376e+01,4.025603000000000264e+01,2.242971999999999966e+01,9.943006999999999707e+00,3.393100000000000005e+00
1.536453999999999986e+01,5.496233000000000146e+01,1.730093000000000103e+01,1.232635999999999932e+01,2.493443999999999861e+01,2.414030999999999949e+01,6.257177999999999685e+01,9.709106000000000236e+00,4.895691999999999666e+01,6.663769000000000275e+00,4.123792999999999864e+01,7.002854999999999563e+01,4.002224000000000004e+00,1.449114999999999931e+01,1.908213999999999899e+01,8.212899000000000171e+01,3.231985000000000241e+01,9.009359999999999147e+00,9.848806999999999334e+01,6.488531999999999300e+01,4.020978000000000208e+01,2.240474000000000032e+01,9.932328000000000046e+00,3.390906000000000198e+00
1.541210000000000058e+01,5.509747999999999735e+01,1.720927000000000007e+01,1.226562000000000019e+01,2.512133000000000038e+01,2.384261000000000053e+01,6.272008999999999901e+01,9.700734999999999886e+00,5.033541000000000309e+01,6.774550999999999767e+00,4.079307000000000016e+01,6.974806999999999846e+01,4.007482999999999684e+00,1.414414999999999978e+01,2.045574999999999832e+01,8.221555999999999642e+01,3.343050999999999817e+01,8.953919000000000850e+00,9.850097999999999843e+01,6.488164999999999338e+01,4.020506000000000313e+01,2.238168999999999897e+01,9.919375999999999749e+00,3.390899000000000107e+00
1.544467999999999996e+01,5.520996000000000237e+01,1.709966000000000008e+01,1.219021000000000043e+01,2.527720000000000056e+01,2.352074999999999960e+01,6.280010000000000048e+01,9.693300999999999945e+00,5.165250000000000341e+01,6.892583000000000126e+00,4.038445999999999714e+01,6.944970999999999606e+01,4.012767000000000195e+00,1.380455000000000076e+01,2.190907999999999944e+01,8.223413999999999646e+01,3.455655000000000143e+01,8.906031000000000475e+00,9.851991999999999905e+01,6.484283000000000641e+01,4.018316000000000088e+01,2.235913000000000039e+01,9.910897999999999541e+00,3.389984000000000108e+00
1.547157999999999944e+01,5.528846000000000060e+01,1.698895999999999873e+01,1.211890999999999963e+01,2.543975000000000009e+01,2.322336999999999918e+01,6.285605999999999938e+01,9.684915999999999414e+00,5.291250999999999749e+01,7.024071000000000176e+00,3.997849999999999682e+01,6.914052999999999827e+01,4.010648999999999909e+00,1.347877000000000081e+01,2.348754999999999882e+01,8.230507000000000062e+01,3.572377999999999787e+01,8.859158000000000754e+00,9.851830999999999960e+01,6.481852000000000658e+01,4.015653999999999968e+01,2.234428000000000125e+01,9.903558999999999557e+00,3.390817999999999888e+00
1.549511000000000038e+01,5.535994000000000170e+01,1.689453999999999922e+01,1.205029000000000039e+01,2.560585999999999984e+01,2.296294999999999931e+01,6.286319000000000301e+01,9.664495000000000502e+00,5.410260999999999854e+01,7.161033999999999899e+00,3.962622000000000355e+01,6.888111000000000672e+01,4.011401000000000217e+00,1.316306999999999938e+01,2.515431999999999846e+01,8.243158999999999992e+01,3.694055999999999784e+01,8.814536000000000371e+00,9.850813999999999737e+01,6.481922000000000139e+01,4.015471999999999753e+01,2.234935000000000116e+01,9.906758999999999205e+00,3.395459999999999923e+00
1.550619999999999976e+01,5.539997000000000327e+01,1.678978999999999999e+01,1.197045999999999921e+01,2.578947000000000145e+01,2.274625999999999948e+01,6.281828000000000145e+01,9.648116999999999166e+00,5.524383999999999872e+01,7.319933999999999941e+00,3.928616999999999848e+01,6.865121000000000606e+01,4.010642999999999958e+00,1.284483999999999959e+01,2.696684000000000125e+01,8.255110000000000525e+01,3.825768999999999664e+01,8.779173000000000116e+00,9.854016000000000020e+01,6.485111999999999455e+01,4.018428999999999718e+01,2.235152000000000072e+01,9.916304999999999481e+00,3.399725999999999804e+00
1.550639999999999930e+01,5.543659999999999854e+01,1.669653999999999883e+01,1.191102000000000061e+01,2.600068999999999875e+01,2.258671000000000006e+01,6.272207000000000221e+01,9.603457000000000576e+00,5.632802000000000220e+01,7.481997999999999927e+00,3.905371000000000237e+01,6.860201999999999600e+01,3.998050000000000104e+00,1.252889000000000053e+01,2.894616999999999862e+01,8.283809999999999718e+01,3.972502999999999673e+01,8.740921000000000163e+00,9.861963000000000079e+01,6.493883999999999901e+01,4.025721000000000060e+01,2.242280999999999835e+01,9.944817000000000462e+00,3.412904999999999855e+00
1.546022999999999925e+01,5.539262000000000086e+01,1.656745000000000090e+01,1.181498999999999988e+01,2.626623999999999981e+01,2.258096000000000103e+01,6.244736000000000331e+01,9.537727000000000288e+00,5.734832000000000107e+01,7.631146000000000207e+00,3.892933000000000021e+01,6.904838999999999771e+01,3.965142000000000166e+00,1.219345000000000034e+01,3.107837999999999923e+01,8.336100999999999317e+01,4.153148999999999802e+01,8.705370000000000275e+00,9.868928999999999974e+01,6.508065999999999462e+01,4.045577999999999719e+01,2.260022999999999982e+01,1.003462000000000032e+01,3.442855999999999916e+00
1.541446000000000005e+01,5.536155000000000115e+01,1.646464999999999890e+01,1.173619000000000057e+01,2.653940000000000055e+01,2.264063000000000159e+01,6.218623000000000189e+01,9.460378000000000398e+00,5.824342000000000041e+01,7.784025999999999890e+00,3.890521999999999991e+01,6.961556000000000211e+01,3.922956999999999805e+00,1.187973000000000035e+01,3.318240000000000123e+01,8.397221000000000402e+01,4.336254999999999882e+01,8.679755999999999361e+00,9.881286000000000058e+01,6.527057999999999538e+01,4.069702999999999804e+01,2.280808999999999997e+01,1.014270999999999923e+01,3.473791999999999991e+00
1.538988999999999940e+01,5.535813999999999879e+01,1.637706000000000017e+01,1.167129000000000083e+01,2.673367000000000004e+01,2.262257999999999925e+01,6.198122000000000043e+01,9.412375000000000824e+00,5.901509000000000071e+01,7.945716000000000001e+00,3.880704999999999671e+01,6.983213999999999544e+01,3.898108000000000128e+00,1.161725000000000030e+01,3.512093000000000131e+01,8.435784999999999911e+01,4.486462000000000216e+01,8.654598000000000013e+00,9.885438999999999510e+01,6.536238000000000170e+01,4.082115999999999900e+01,2.291628000000000043e+01,1.019815999999999967e+01,3.491458000000000172e+00
1.539601000000000042e+01,5.538600000000000279e+01,1.632145999999999830e+01,1.163208000000000020e+01,2.683718000000000004e+01,2.247960000000000136e+01,6.187561999999999784e+01,9.388239999999999696e+00,5.971153999999999940e+01,8.127712999999999965e+00,3.860296000000000305e+01,6.962708000000000652e+01,3.890353999999999868e+00,1.141076999999999941e+01,3.701160999999999746e+01,8.448270999999999731e+01,4.612165999999999855e+01,8.629668000000000561e+00,9.888593000000000188e+01,6.537999000000000649e+01,4.083046000000000220e+01,2.293725999999999843e+01,1.020598000000000027e+01,3.497503000000000029e+00
1.543532000000000082e+01,5.547203999999999979e+01,1.627206999999999937e+01,1.159625999999999912e+01,2.684634000000000142e+01,2.220167999999999964e+01,6.188065000000000282e+01,9.404057999999999140e+00,6.039204999999999757e+01,8.352760999999999214e+00,3.825802999999999798e+01,6.884663999999999362e+01,3.912927999999999962e+00,1.122511000000000081e+01,3.900032000000000210e+01,8.429937999999999931e+01,4.715411000000000286e+01,8.612361999999999185e+00,9.884234999999999616e+01,6.528391999999999484e+01,4.070129000000000019e+01,2.281400000000000006e+01,1.015154000000000067e+01,3.483331999999999873e+00
1.550239000000000011e+01,5.560390999999999906e+01,1.623489000000000004e+01,1.157826000000000022e+01,2.682109000000000165e+01,2.182199999999999918e+01,6.194941000000000031e+01,9.435166000000000608e+00,6.110287000000000290e+01,8.618192999999999770e+00,3.781761999999999802e+01,6.777298999999999296e+01,3.941799000000000053e+00,1.108013000000000048e+01,4.117647000000000190e+01,8.397745000000000459e+01,4.815301999999999794e+01,8.581288000000000693e+00,9.876308000000000220e+01,6.510465999999999553e+01,4.049295000000000044e+01,2.263320999999999827e+01,1.005851999999999968e+01,3.461251999999999995e+00
1.554430999999999941e+01,5.570204999999999984e+01,1.619162000000000035e+01,1.155573000000000050e+01,2.677133999999999858e+01,2.150203000000000131e+01,6.197529999999999717e+01,9.456588999999999245e+00,6.174450999999999823e+01,8.890243999999999147e+00,3.746430000000000149e+01,6.684216000000000690e+01,3.970552000000000081e+00,1.091365000000000052e+01,4.336757000000000062e+01,8.369298999999999467e+01,4.923982000000000170e+01,8.565329000000000192e+00,9.869312999999999647e+01,6.494388999999999612e+01,4.031244000000000227e+01,2.248181999999999903e+01,9.984890000000000043e+00,3.444325000000000081e+00
1.558858999999999995e+01,5.581528999999999741e+01,1.615791000000000111e+01,1.153367000000000075e+01,2.675871000000000066e+01,2.123948000000000036e+01,6.194980999999999938e+01,9.474116000000000426e+00,6.230434000000000339e+01,9.152310999999999197e+00,3.715650000000000119e+01,6.607331999999999539e+01,3.992309999999999803e+00,1.075985999999999976e+01,4.552929999999999922e+01,8.353977999999999327e+01,5.038396000000000186e+01,8.551914999999999267e+00,9.865541000000000338e+01,6.484936000000000433e+01,4.018404000000000309e+01,2.236781999999999826e+01,9.930894999999999584e+00,3.431725999999999832e+00
1.561707999999999963e+01,5.590156999999999954e+01,1.611633000000000138e+01,1.150093000000000032e+01,2.674496999999999858e+01,2.101043999999999912e+01,6.187769999999999726e+01,9.484712999999999283e+00,6.280089999999999861e+01,9.411633000000000138e+00,3.684190999999999860e+01,6.535719000000000278e+01,4.008854999999999613e+00,1.060290999999999961e+01,4.763907999999999987e+01,8.339001000000000374e+01,5.154064000000000334e+01,8.533184000000000324e+00,9.854735999999999763e+01,6.471290000000000475e+01,4.005816999999999695e+01,2.226062999999999903e+01,9.877516999999999214e+00,3.420208999999999833e+00
1.564509999999999934e+01,5.599638999999999811e+01,1.608618999999999843e+01,1.147805999999999926e+01,2.674707000000000079e+01,2.081192000000000064e+01,6.182746999999999815e+01,9.481514999999999915e+00,6.325968999999999909e+01,9.676887000000000683e+00,3.658702000000000254e+01,6.478959999999999297e+01,4.019199000000000410e+00,1.045593000000000039e+01,4.973398999999999859e+01,8.329125000000000512e+01,5.277277000000000129e+01,8.516118000000000521e+00,9.852119000000000426e+01,6.462127999999999872e+01,3.998196000000000083e+01,2.219040999999999997e+01,9.843515000000000015e+00,3.411388000000000087e+00
1.567215000000000025e+01,5.609810999999999837e+01,1.604406000000000176e+01,1.146312999999999960e+01,2.676091999999999871e+01,2.064774999999999849e+01,6.174902999999999764e+01,9.466001999999999583e+00,6.367181999999999675e+01,9.948204000000000491e+00,3.639368000000000336e+01,6.434336000000000411e+01,4.024377000000000315e+00,1.032161999999999935e+01,5.180232999999999777e+01,8.327160000000000650e+01,5.404131999999999891e+01,8.505736000000000629e+00,9.856055000000000632e+01,6.459028999999999598e+01,3.991552999999999685e+01,2.213840000000000074e+01,9.821158999999999750e+00,3.406661000000000161e+00
1.569893000000000072e+01,5.620447999999999666e+01,1.601080999999999932e+01,1.144697999999999993e+01,2.677797999999999945e+01,2.051857000000000042e+01,6.167459000000000202e+01,9.462281000000000830e+00,6.405675999999999704e+01,1.021452000000000027e+01,3.623819000000000301e+01,6.396345999999999776e+01,4.032422000000000395e+00,1.018253999999999948e+01,5.382079999999999842e+01,8.330975999999999715e+01,5.531812000000000040e+01,8.496921999999999642e+00,9.851622000000000412e+01,6.458044999999999902e+01,3.986110000000000042e+01,2.209564999999999912e+01,9.804633000000000820e+00,3.402267999999999848e+00
1.571460000000000079e+01,5.628958999999999691e+01,1.596415000000000006e+01,1.143065999999999960e+01,2.679906000000000077e+01,2.039650999999999925e+01,6.152541000000000082e+01,9.448460000000000747e+00,6.437900000000000489e+01,1.047915000000000063e+01,3.607733999999999952e+01,6.356989999999999696e+01,4.030348000000000042e+00,1.005808999999999997e+01,5.576870999999999867e+01,8.329581000000000301e+01,5.656578999999999979e+01,8.477062999999999349e+00,9.843886000000000536e+01,6.454111000000000331e+01,3.980304999999999893e+01,2.206122999999999834e+01,9.778700999999999866e+00,3.400732999999999784e+00
1.575929000000000002e+01,5.645044999999999646e+01,1.594121999999999950e+01,1.142605000000000004e+01,2.684694000000000003e+01,2.028568999999999889e+01,6.149492000000000047e+01,9.453328000000000841e+00,6.468871000000000038e+01,1.074906999999999968e+01,3.594839999999999947e+01,6.324528999999999712e+01,4.038178000000000267e+00,9.951375000000000526e+00,5.768724000000000274e+01,8.336028000000000304e+01,5.787590000000000146e+01,8.473706999999999212e+00,9.849669000000000096e+01,6.454345999999999606e+01,3.979276999999999731e+01,2.202968999999999866e+01,9.771321999999999619e+00,3.398635000000000073e+00
1.580757000000000012e+01,5.660318000000000183e+01,1.591968999999999923e+01,1.142196000000000033e+01,2.690156999999999954e+01,2.021318000000000126e+01,6.145877000000000123e+01,9.451802999999999955e+00,6.500628000000000384e+01,1.102990999999999921e+01,3.581071000000000026e+01,6.295221999999999696e+01,4.045793999999999890e+00,9.839928999999999704e+00,5.954672999999999661e+01,8.342104000000000497e+01,5.913712000000000302e+01,8.469810000000000727e+00,9.855886999999999887e+01,6.452788999999999930e+01,3.976633999999999958e+01,2.201832999999999885e+01,9.761817999999999884e+00,3.399415999999999993e+00
1.584600000000000009e+01,5.677698000000000178e+01,1.589594999999999914e+01,1.142497999999999969e+01,2.695513000000000048e+01,2.009802000000000177e+01,6.139385999999999655e+01,9.456618999999999886e+00,6.524747000000000696e+01,1.129155000000000086e+01,3.572525000000000261e+01,6.267889000000000266e+01,4.045263000000000275e+00,9.734458999999999307e+00,6.129397999999999769e+01,8.349136000000000024e+01,6.039654000000000167e+01,8.464147999999999783e+00,9.855695000000000050e+01,6.449165000000000703e+01,3.974210000000000065e+01,2.198271000000000086e+01,9.747875000000000512e+00,3.398740000000000094e+00
1.589122000000000057e+01,5.693330000000000268e+01,1.587078999999999951e+01,1.142507999999999946e+01,2.700938999999999979e+01,2.000401000000000096e+01,6.132066999999999979e+01,9.455814000000000163e+00,6.544200999999999624e+01,1.155400999999999989e+01,3.561395999999999873e+01,6.240413999999999817e+01,4.049811000000000050e+00,9.641593999999999554e+00,6.295998999999999768e+01,8.347303999999999746e+01,6.159264999999999901e+01,8.459849000000000174e+00,9.855536999999999637e+01,6.447298000000000684e+01,3.969516999999999740e+01,2.195469999999999899e+01,9.732068999999999193e+00,3.396145000000000191e+00
1.595170000000000066e+01,5.712886999999999915e+01,1.584490000000000087e+01,1.143070999999999948e+01,2.709965000000000046e+01,1.992849999999999966e+01,6.127922000000000224e+01,9.471230999999999511e+00,6.566689999999999827e+01,1.181636999999999915e+01,3.551308000000000220e+01,6.216476999999999720e+01,4.059866999999999670e+00,9.556893000000000526e+00,6.460781000000000063e+01,8.355137999999999465e+01,6.279814999999999969e+01,8.461270000000000735e+00,9.859677000000000646e+01,6.450842000000000098e+01,3.968717000000000183e+01,2.193990000000000151e+01,9.730442000000000036e+00,3.399045000000000094e+00
1.600064000000000064e+01,5.730895999999999901e+01,1.582498000000000005e+01,1.143586999999999954e+01,2.717893000000000114e+01,1.984667999999999921e+01,6.122303999999999746e+01,9.468840000000000146e+00,6.582496999999999332e+01,1.207508999999999943e+01,3.540353999999999957e+01,6.188870000000000005e+01,4.058126999999999818e+00,9.482153000000000276e+00,6.611490999999999474e+01,8.359663999999999362e+01,6.395076999999999856e+01,8.450193000000000509e+00,9.858880000000000621e+01,6.449513000000000318e+01,3.964676000000000045e+01,2.190209000000000117e+01,9.714764999999999873e+00,3.396164000000000183e+00
